ID,包名,应用名称,产品线,企业名称,开发者,版本号,版本代码,更新日期,下载量,描述,来源站点,来源URL,发现方式,质量评分,爬取时间
809,com.ss.android.ugc.aweme.hubble,AI抖音,飞书,北京抖音科技有限公司,北京抖音科技有限公司,37.9.0,,,464934,"遇事不决就来问AI抖音，整合AI深度理解能力，带来全新内容体验。

- 这里有多元全面的回答：既有客观高效的AI总结，也有生动靠谱的真人分享，更有值得信赖的权威回应。
- 这里有丰富好看的内容：带上AI刷抖音，让海量的内容围绕你展开，上一刻心有所想，下一刻就有内容心满意足。
- 这里有自由探索的体验：基于搜索兴趣，双列呈现你偏爱的内容，让好奇心无限延展。

用恰到好处的解答满足你的好奇，用无限展开的内容带你自由探索，这就是更懂你的AI抖音。",应用宝,https://sj.qq.com/appdetail/com.ss.android.ugc.aweme.hubble,snowball_round_1,0.85,2026-03-09 07:20:57
858,com.ss.android.ugc.sicily_cm,可颂,飞书,深圳市脸萌科技有限公司,深圳市脸萌科技有限公司,36.6.1,,,161470,"来可颂，发现生活的100种可能！在这里，探索未知趣味，记录闪光日常，与同频的人温暖相遇。
【出行玩乐】
想出门不知道去哪儿？可颂为你挖掘周边好去处与隐藏新玩法，全程实景指引，让你玩得尽兴、拍得高级。
【美食探店】
想约一顿漂亮饭？可颂懂你！从治愈系小馆子到氛围感餐厅，帮你找到美味与心动同时拉满的美好体验。
【时尚穿搭】 
出门穿搭没头绪？可颂给你搭配一站式场景灵感，通勤、出游、约会、音乐节...轻松穿出“比日常更美一分”的自信。
【生活记录】 
生活里那些平凡的时刻，都值得被珍藏。大胆分享你的“可颂日常”，在这里，记录不是任务，而是给生活的一份温柔仪式。
【同频交流】 
在可颂，遇见一群懂你的伙伴。交流心得、分享生活，在这里每一次表达都有回应，每一次分享都不孤单，你不是一个人在热爱。
【灵感跟拍】 
看到心仪场景却拍不出感觉？打开「灵感跟拍」，AI构图指导+姿势推荐，跟着引导线3秒成片，从此告别尴尬摆拍，张张都有氛围感。",应用宝,https://sj.qq.com/appdetail/com.ss.android.ugc.sicily_cm,snowball_round_1,0.85,2026-03-09 07:22:30
1254,com.bytedance.dreamina,即梦AI,飞书,深圳市脸萌科技有限公司,深圳市脸萌科技有限公司,2.1.1,,,1375207,"想象，是一切创造的源泉。

即梦AI 是一个专为创意爱好者打造的AI表达平台，让你的想象力成为现实。无论是日常娱乐还是技术探索，这里都能满足你的需求。

[特点亮点]
1. AI图片创作 - 用自然语言描述你的想法，即梦AI将为你挥洒创意生成图片。不满意？我们支持编辑功能，让你的创意更加完美。
2. 视频创作 - 想要动态的表达？输入你的想法，即梦AI将生成视频，多轮尝试，得到满意的效果。
3. 分享你的作品 - 将你的创作以链接形式分享给朋友，或保存至本地，让更多人欣赏你的创意。
4. 探索创意世界 - 在探索页面，浏览其他用户的作品，感受他们的创意火花，留下你的赞美。
5. 做同款 - 喜欢别人的作品？尝试使用他们的提示词，创作出属于你的同款效果。

加入即梦AI！创作的元素愈多，便愈美。

用户协议：https://lf9-cdn-tos.draftstatic.com/obj/ies-hotsoon-draft/vco/17620dba-f821-4a18-85f9-b8b11f73304a.html
隐私政策：https://lf3-cdn-tos.draftstatic.c",应用宝,https://sj.qq.com/appdetail/com.bytedance.dreamina,snowball_round_1,0.85,2026-03-09 07:33:29
1289,com.ss.android.yumme.video,抖音精选,飞书,北京抖音科技有限公司,北京微播视界科技有限公司,37.9.0,,,2293916,"抖音精选APP是抖音旗下中长视频版本。海量优质视频内容，每次打开都有新收获。无论是发现小众兴趣、学习专业知识，还是解压休闲消遣，在这里都能得到满足。让每个人都可以发现自己的兴趣与热爱，在这里度过一段美好而有收获的时光。
- 抖音精选视频
内容时长更长，信息更丰富，每次打开都有收获；
- 海量优质内容
涵盖美食旅行、VLOG、数码科技、潮流运动、文化艺术等各类题材；
- 系列内容连续看
精选合集功能，你喜爱的兴趣内容一键获取；
- 有用又有趣
无论是休闲解压、消遣下饭，还是发现爱好、获取知识，你想要的好内容，都在这里。",应用宝,https://sj.qq.com/appdetail/com.ss.android.yumme.video,snowball_round_1,0.85,2026-03-09 07:34:32
1353,com.ss.android.ugc.livepro,抖音直播伴侣,飞书,北京抖音科技有限公司,北京抖音科技有限公司,37.7.0,,,198976,"抖音官方高品质直播APP，无论你是主播还是观众，都能在这里获得更优质的体验～

-看精彩直播：分类速筛+个性推荐，更快发现心动现场；权益升级+丰富玩法，即时互动更畅快。
-开专业直播：为你提供高性能、高画质的专业开播能力，拿起手机随时随地直播身边事。",应用宝,https://sj.qq.com/appdetail/com.ss.android.ugc.livepro,snowball_round_1,0.85,2026-03-09 07:36:24
1376,com.ss.android.ugc.livelite,抖音商城,飞书,北京抖音科技有限公司,北京抖音科技有限公司,37.9.0,,,7909278,"抖音电商旗下官方购物 APP。汇集精选好物，提供商品浏览、商品选购、订单管理、好物分享等电商功能。现在下载抖音商城APP，随时随地，购物无忧，让美好生活触手可得！

【新人立减，首单包邮】 
新人首单立减，商品一件包邮，即时开启省心购物之旅！

【补贴加倍，周末抢5折】
天天抽红包，下单返优惠，周末更有万人团促销活动，补贴加倍更实惠，尽享购物实惠与乐趣！

【品类丰富，天天低价】 
运动服饰、食品生鲜、美妆护肤，家居日用... 平台严选全品类好货，亲民价格畅享高品质商品。

【直播购物，精选好货】 
依托直播带货优势，精选好物主播亲测，实时互动展示商品细节，告别盲目下单，购物更加安心！

【便捷体验，流畅随心】 
界面简洁，操作流畅。搜商品、去下单、查物流、退换货... 随时随地，便捷购物随心享。",应用宝,https://sj.qq.com/appdetail/com.ss.android.ugc.livelite,snowball_round_1,0.85,2026-03-09 07:36:59
1426,com.ss.android.article.daziban,爱看,飞书,北京抖音信息服务有限公司,北京抖音信息服务有限公司,9.9.9,,,205288,"你爱看的内容都在【爱看】！
爱看App，为用户提供热门内容，精选搞笑段子，娱乐八卦内容，悬疑传奇轶事等爱看的文章、视频内容。
快来爱看，海量内容等你来看~",应用宝,https://sj.qq.com/appdetail/com.ss.android.article.daziban,snowball_round_1,0.85,2026-03-09 07:38:25
1815,com.bytedance.lifeservice.crm,抖音销帮,飞书,成都所见所得科技有限公司,成都所见所得科技有限公司,2.1.0,,,1781,"抖音销帮——抖音生活服务官方出品的销售效率平台，为销售提供客户线索、经营数据、业绩追踪、过程拜访等销售作业全流程能力。赋能BD科学管理客户资源，帮助管理者高效管理团队。
功能介绍：
【客户】丰富的线索及结构化的客户信息，辅助销售做客户全生命周期管理；
【数据】多纬度多指标灵活分析客户，商户经营状态一目了然；
【业绩】个人业绩实时追踪，团队业绩层层下钻，高效洞察个人及团队业务能力；
【工具】电子名片、拜访签到、任务待办等过程工具，为销售作业过程提效赋能；
【消息】客户消息、平台审核、业务预警多种消息分类明确，为日常消息处理提效。",应用宝,https://sj.qq.com/appdetail/com.bytedance.lifeservice.crm,snowball_round_2,0.85,2026-03-09 07:48:41
3364,com.ss.android.caijing.stock,海豚,飞书,华林证券股份有限公司,华林证券股份有限公司,7.5.4,,,4588246,"海豚-集理财、社交、工作、生活于一体的全能AI助手！

上市券商：专业背景，值得信赖
海豚为华林证券官方APP（股票代码：002945），28年专业券商，全国服务网络全覆盖，安全可靠。

AI特色功能：
【会听会说】支持普通话、粤语、客家话，想说就说，想问就问
【懂你关心的事】从股票基金到农业行情，从新闻政策到生活百科，全都懂
【一秒直达】帮你查、帮你办、帮你订，一句话立刻搞定
【贴心接地气】关注农村经济、民生信息、实用政策，助力家乡发展
【全场景帮手】投资交流、生活提醒、资讯推荐、智能查询，一站搞定


金融特色功能：
【极速开户】7*24小时极速开户，尊享优惠佣金
【证券交易】全面支持A股/港股通/两融/股转交易
【极速行情】全市场实时行情领先上线
【理财商城】不同风险策略全覆盖，精准匹配每一种投资偏好与选择
【一键打新】轻松一键满额申购，及时获取中签提醒
【资讯】个性化推荐优质内容，懂你喜欢，给你想看

联系我们
【官方网站】www.chinalin.com
【客服热线】400-188-3888

股市有风险，投资需谨慎",应用宝,https://sj.qq.com/appdetail/com.ss.android.caijing.stock,snowball_round_2,0.85,2026-03-09 08:30:37
3381,com.ss.android.merchant,抖店,飞书,上海格物致品网络科技有限公司,上海格物致品网络科技有限公司,13.2.1,,,794137,"0元极速开店，新商大礼包等你来领-抖in新商计划，助力商家0门槛快速启动。
抖店，抖音电商官方出品的商家移动工作台，提供一站式电商解决方案
主要功能：
【0元入驻】0保证金，手机极速开店
【IM消息】及时和客户沟通，不遗漏买家咨询、下单转化的商机 
【通知消息】获取店铺规则、平台活动、订单、退款等一手消息资料 
【商品管理】支持上下架商品、调整价格库存、修改详情等商品管理操作 
【订单管理】支持订单管理、商品发货等操作 
【售后管理】支持处理售后等操作 
【评价管理】支持查看和回复用户评价 
【抖店罗盘】支持查看核心数据指标及变化趋势，支持查看直播间、商品、服务数据详情 
【直播中心】提供一站式教学，并配套直播诊断及工具，助力商家直播能力提升 
【成长中心】获取平台新规则，了解产品新功能，学习电商经营技巧
【资产管理】支持资金查看、提现等操作 
【店铺管理】支持查看并设置店铺基本信息，切换登录账号 
【违规管理】支持违规预警提示与申诉 
【服务单管理】实时接收平台服务请求，及时处理解决问题 
【包裹中心】实时监控物流异常，及时处理避免违规 
【极速退款】支持开通极速退款，售后订单自动处",应用宝,https://sj.qq.com/appdetail/com.ss.android.merchant,snowball_round_2,0.85,2026-03-09 08:31:06
3725,com.bytedance.ad.deliver,巨量引擎,飞书,北京巨量引擎网络技术有限公司,北京巨量引擎网络技术有限公司,4.0.0,,,127378,巨量引擎App，是巨量引擎旗下专业的移动营销管理平台，整合了巨量引擎旗下巨量引擎工作台、巨量方舟、巨量广告、巨量千川等多款产品的核心功能，为客户在移动端提供一站式的推广管理服务，帮助客户随时随地进行营销管理。巨量引擎App，您的掌上营销专家。,应用宝,https://sj.qq.com/appdetail/com.bytedance.ad.deliver,snowball_round_2,0.85,2026-03-09 08:41:15
4023,com.ss.android.lark.lite,飞书,飞书,北京飞书科技有限公司,北京飞书科技有限公司,7.63.9,,,2974135,"飞书是字节跳动旗下 AI 工作平台，提供一站式协同办公、组织管理、业务提效工具与深入企业场景的 AI 能力，让 AI 真能用、真落地。互联网、高科技、消费零售、制造、金融、医疗等行业的先进企业，都在选择飞书，共创行业最佳实践。先进团队，先用飞书。

#飞书 AI，真能用、真落地#
飞书将 AI 融入企业知识和业务流程，与各行业先进企业共同探索 AI 落地实践，做企业长期值得信赖的 AI 伙伴。
- 知识问答：企业专属 AI 问答工具，基于飞书内知识沉淀，无需整理知识库即可回答业务问题、撰写文档，权限安全、答案千人千面。
- 智能会议纪要：提供实时总结与会后回顾，精准提炼纪要与待办，让会议成果高效落地、沉淀内容、AI再利用。
- 飞书 aily：企业级智能体，可检索知识、思考规划、调用工具执行复杂任务，为员工提供全方位智能工作支持。
- 多维表格 AI：融合豆包、DeepSeek R1，大幅提升业务效率——业务一张表，AI满血跑！

此外，飞书还提供消息、音视会议、云文档、知识库、日历、审批、邮箱等一站式协同能力，让信息流动更顺畅，让每一个人工作更高效更愉悦，并为AI沉淀企业数字资产。",应用宝,https://sj.qq.com/appdetail/com.ss.android.lark.lite,known_feishu_custom,0.85,2026-03-09 08:51:14
4025,com.ss.android.lark.ka31,飞书,飞书,北京飞书科技有限公司,北京飞书科技有限公司,7.63.9,,,2974135,"飞书是字节跳动旗下 AI 工作平台，提供一站式协同办公、组织管理、业务提效工具与深入企业场景的 AI 能力，让 AI 真能用、真落地。互联网、高科技、消费零售、制造、金融、医疗等行业的先进企业，都在选择飞书，共创行业最佳实践。先进团队，先用飞书。

#飞书 AI，真能用、真落地#
飞书将 AI 融入企业知识和业务流程，与各行业先进企业共同探索 AI 落地实践，做企业长期值得信赖的 AI 伙伴。
- 知识问答：企业专属 AI 问答工具，基于飞书内知识沉淀，无需整理知识库即可回答业务问题、撰写文档，权限安全、答案千人千面。
- 智能会议纪要：提供实时总结与会后回顾，精准提炼纪要与待办，让会议成果高效落地、沉淀内容、AI再利用。
- 飞书 aily：企业级智能体，可检索知识、思考规划、调用工具执行复杂任务，为员工提供全方位智能工作支持。
- 多维表格 AI：融合豆包、DeepSeek R1，大幅提升业务效率——业务一张表，AI满血跑！

此外，飞书还提供消息、音视会议、云文档、知识库、日历、审批、邮箱等一站式协同能力，让信息流动更顺畅，让每一个人工作更高效更愉悦，并为AI沉淀企业数字资产。",应用宝,https://sj.qq.com/appdetail/com.ss.android.lark.ka31,known_feishu_custom,0.85,2026-03-09 08:51:18
4028,com.ss.android.lark.kacrc,工作说说,飞书,深圳市玄关健康科技有限公司,深圳市玄关健康科技有限公司,1.10.7,,,151,"工作说说
提升工作效率的全能伴侣
工作说说是一款融合先进人工智能技术的多功能工具，为您的工作全方位智能支持。
核心功能
智能记录与转写：自动将语音转为文字，识别多人对话，适用于会议、访谈、课堂等场景
AI 智能问答：随时提问获取专业解答，解决工作学习中的各类疑难
文档智能分析：上传文件，AI 快速提取要点，生成摘要和见解
多语言翻译：实时翻译多种语言，消除沟通障碍
内容智能整理：自动提炼关键信息，生成结构化笔记
便捷安全
指纹/面部识别登录保障数据安全
云端同步，多设备无缝切换
智能搜索，快速检索历史内容
适用场景
职场办公：提升工作效率，辅助决策分析
学习研究：记录课堂内容，整理学习资料
创意写作：灵感收集，内容创作辅助
日常生活：语言学习，信息整理
AI 智能助手 - 您的智能工作与生活伙伴，让效率触手可及。",应用宝,https://sj.qq.com/appdetail/com.ss.android.lark.kacrc,known_feishu_custom,0.85,2026-03-09 08:51:24
4031,com.ss.android.lark.kami,飞书,飞书,北京飞书科技有限公司,北京飞书科技有限公司,7.63.9,,,2974135,"飞书是字节跳动旗下 AI 工作平台，提供一站式协同办公、组织管理、业务提效工具与深入企业场景的 AI 能力，让 AI 真能用、真落地。互联网、高科技、消费零售、制造、金融、医疗等行业的先进企业，都在选择飞书，共创行业最佳实践。先进团队，先用飞书。

#飞书 AI，真能用、真落地#
飞书将 AI 融入企业知识和业务流程，与各行业先进企业共同探索 AI 落地实践，做企业长期值得信赖的 AI 伙伴。
- 知识问答：企业专属 AI 问答工具，基于飞书内知识沉淀，无需整理知识库即可回答业务问题、撰写文档，权限安全、答案千人千面。
- 智能会议纪要：提供实时总结与会后回顾，精准提炼纪要与待办，让会议成果高效落地、沉淀内容、AI再利用。
- 飞书 aily：企业级智能体，可检索知识、思考规划、调用工具执行复杂任务，为员工提供全方位智能工作支持。
- 多维表格 AI：融合豆包、DeepSeek R1，大幅提升业务效率——业务一张表，AI满血跑！

此外，飞书还提供消息、音视会议、云文档、知识库、日历、审批、邮箱等一站式协同能力，让信息流动更顺畅，让每一个人工作更高效更愉悦，并为AI沉淀企业数字资产。",应用宝,https://sj.qq.com/appdetail/com.ss.android.lark.kami,known_feishu_custom,0.85,2026-03-09 08:51:29
4046,com.ss.android.lark.rongchuang,融e商城,飞书,北京融生活科技有限公司,北京融生活科技有限公司,1.9.8,,,1407,"融E商城是一款集购物、社交、团队推广于一体的创新电商平台。我们的特色在于将传统电商购物和团队推广模式相结合，让用户既能享受到优质的购物体验，又能通过邀请好友购物来赚取佣金。同时我们还拥有丰富的商品资源和强大的供应链体系，为用户提供一站式购物服务。
「团队推广模式」通过用户之间的推广与分享，既能降低购物成本，又能提升用户收益。足不出户，赚取佣金。
「全品类购物」我们尤其注重用户的购物体验。用户可以通过搜索、浏览等方式快速找到心仪的商品，并在应用内全方位展示商品信息辅助用户达成购买决策，此外还提供多种安全便捷的支付方式保障交易安全。
「全民直播」用户可通过弹幕、评论等方式与主播实时互动，分享购物心得。让用户在购物前可以充分了解商品，提高购物决策的准确性。
「优质内容社区」我们提供丰富的社区交流方式，通过发布动态、评论互动、私信等功能让用户轻松分享产品评测、购物心得，同时平台会对内容进行筛选和推荐，确保用户能获取到优质的内容。",应用宝,https://sj.qq.com/appdetail/com.ss.android.lark.rongchuang,known_feishu_custom,0.85,2026-03-09 08:52:03
4048,com.ss.android.lark.sa83b7j6,正泰-泰墅,飞书,正泰安能数字能源（浙江）股份有限公司,正泰安能数字能源（浙江）股份有限公司,3.9.9,,,8,"正泰-泰墅APP | 您身边的智慧绿能管家
可以实现别墅光储充热系统的智能化管理，打造您专属的低碳场景，畅享自由随心的绿色能源生活。
&gt;&gt; 全场景互联，操作更轻松：
      告别跨屏操作，实现设备统一接入与全景监控。
&gt;&gt; 数据可视化，展示更直观：
      支持生成统计报表，用能数据，设备状态、电力收益一目了然。
&gt; &gt; 用能策略优，省钱更省心：
       根据能源价格波动、可再生能源发电情况及家庭用电需求，自动实现家庭能源最优配置。
【联系我们】
每一次的进步都离不开您的关注和支持，我们非常期待您的各种点赞和吐槽。可以通过以下方式和我们反馈：
- 官方小红书：@泰墅绿能
- 官方抖音：@正泰安能安心购
- 官方微信公众号：@泰墅绿能",应用宝,https://sj.qq.com/appdetail/com.ss.android.lark.sa83b7j6,known_feishu_custom,0.85,2026-03-09 08:52:05
