ID,包名,应用名称,产品线,企业名称,开发者,版本号,版本代码,更新日期,下载量,描述,来源站点,来源URL,发现方式,质量评分,爬取时间
28959,com.tencent.tmgp.NBA,最强美职篮,企业微信,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,1.58.691,,,10230450,"正版授权 真实球星
首款NBA正版授权的竞技动作篮球手游，真实还原现役与名人堂传奇NBA球星形象，完美复刻经典动作。真实现场大牌解说，再现巅峰对决的时刻。
经典对决 极速秒配
自由匹配，快速开局！流畅的实时竞技，让NBA的经典对决，在你我之间触发
好友开黑 团队荣耀
随时随地与好友开黑比赛，在手机的战场上挥洒青春与热血，阳光耍帅，要自信，要“最强”！
丰富模式 大作风范
三五分钟来场比赛，携手挑战顶峰，闯关锻炼身手，赏金验证实力，最强NBA适合最NB的你！
炫酷特效 无限可能
游戏世界里NBA更酷炫，各路高手齐聚殿堂，期待在游戏中的炫酷表现！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.NBA,snowball_round_4,0.85,2026-03-09 19:13:40
28956,com.tencent.tmgp.hy.emzp,恶魔转盘,企业微信,广州合游网络科技有限公司,广州合游网络科技有限公司,1.0.2c,,,17693,游戏是与恶魔进行回合制射击的生死对决游戏，它采用了经典的轮盘的玩法，让玩家们在与恶魔的对抗中感受到了极致的紧张感和刺激感，拥有非常多给力的试炼等你参与，每一场战斗都很烧脑。加上恶魔的设计，充满了紧张恐怖的氛围，让人感受到生死的危机。,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hy.emzp,snowball_round_4,0.85,2026-03-09 19:13:35
28936,com.tencent.tmgp.mytalkingtom2,我的汤姆猫2,企业微信,广州金科文化科技有限公司,Outfit7Limited,3.8.0.766,,,3544881,"下载量破亿的《我的汤姆猫》华丽升级啦！欢迎来到《我的汤姆猫2》，更多全新玩法等你来探索！您可以和小汤姆猫有更多的互动和情感交流。汤姆猫会飞翔、摇摆和旋转，升级为一只更灵活的粘人小胖猫。您可以喂养它，哄它睡觉，给它买新衣服和小窝装扮。您还可以变身爱心小护士，给生病的小猫咪打针和喂药哦~更加有趣的是，汤姆猫也有自己的玩具啦，秋千、蹦床、篮球、沙袋等，应有尽有！汤姆猫还带来了它的好朋友们淘气鬼、鼠小弟、飞力鸟、点点通、糖宝儿，一起畅玩全新的小游戏！它还化身冒险家，带你探索岛屿的宝藏哦！更多惊喜，等你来探索！

游戏玩法：
1. 全新电子宠物，更多亲密互动；
2. 汤姆猫生病啦，小护士快来照顾它；
3. 汤姆猫的好朋友们来拜访啦，你猜哪个是淘气鬼、鼠小弟、飞力鸟、点点通、糖宝儿……
4. 汤姆猫的新玩具：秋千、蹦床、篮球、沙袋……
5. 岛屿宝藏世界，开启探险之旅；
6. 全新趣味小游戏，陪你度过每一天：宠物连线、太空轨迹、超级气球、趣味滚滚……",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.mytalkingtom2,snowball_round_4,0.85,2026-03-09 19:13:02
28927,com.tencent.tmgp.hy.tjjd2018,淘金经典2018,企业微信,广州合游网络科技有限公司,广州合游网络科技有限公司,1.0,,,158,游戏中，玩家必须在被敌人抓住之前获得所有的金子，迅速离开逃生的路口。你没有攻击的利器，也不能跳跃，独一无二的掘地能力将是致胜的法宝,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hy.tjjd2018,snowball_round_4,0.85,2026-03-09 19:12:47
28877,com.tencent.tmgp.hy.ttkcs,天天开超市,企业微信,广州合游网络科技有限公司,广州合游网络科技有限公司,0.83,,,204,"使用游戏中的电脑订购存货。使用游戏中的电脑订购存货。拆开货物包装，在储藏室中整理货物，并将其放置在货架、冰箱和冰柜上。快来开家属于自己的超市吧！
",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hy.ttkcs,snowball_round_4,0.85,2026-03-09 19:11:22
28812,com.tencent.tmgp.zhdysr,最后的原始人,企业微信,海南智虎网络科技有限公司,海南智虎网络科技有限公司,1.1.70,,,78576,"23年度备受期待-神秘史前文明题材mmo手游《最后的原始人》正式上线，诚邀你沉浸式探索原始时代，游历五湖四海！

此刻你将穿越史前一万年，眼见之处便是原始丛林和海岛，暴走的神龙随处可见，在埋伏重重的原始世界，勇敢的你可以征服突然出现的飞宠，成为原始世界的统领者！游戏内丰富的特色趣味玩法，将带你开展前所未有的原始生存冒险！

【游戏特色】
- 建设！向往原始生活-
这里是史前一万年的原始人家园！原始伙伴们手执石矛身穿兽皮，一起捕鱼打猎驯化宠物，搬运石块搭建家园；和原始萌宠们一起改造这片原始荒芜，筑建部落壮大家园吧！

- 驯服！征服超大飞宠
傲娇的长毛象，呆萌神兽小菜叽，可御可攻红暴龙，千种宠物等你捕捉！快来解锁你的原始宠物小分队，成为原始部落英雄！

- 养成！进化超强形态
原始飞宠一键进化，随心升级技能加满 ，完美适配各种变阵。拒绝一成不变，打造最强阵容；你的飞宠你来做主，百种变阵轻松致胜！

- 集结！人宠合一出战
人宠作战联手破敌，以少打多，以弱胜强不在话下！我有一百种阵容让你服输！感受侵略和占领带来的的原始冲突快感。这片原始大陆！我说了算！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.zhdysr,snowball_round_4,0.85,2026-03-09 19:09:29
28802,com.tencent.tmgp.scjh,赛车集会,企业微信,北京凯立新信息科技有限公司,北京数点创想信息技术有限公司,1.0.2,,,16899,越野自行车赛是一个令人兴奋的和现实的自行车赛车游戏。骑在危险丘陵道路和地形奸诈你的自行车。越野自行车赛车是有趣的，具有挑战性，将考验你的耐心是肯定的！通过一些具有挑战性的水平骑，极端天气条件下。越野自行车赛车的每个级别比以前的水平更惊险。小心穿越黑夜，雾天和雨天如雷。显示你的技能是最好的越野自行车赛车手，在有趣的游戏越野自行车赛车。,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.scjh,snowball_round_4,0.85,2026-03-09 19:09:14
28799,com.tencent.tmgp.hy.jdelsfk1,经典俄罗斯方块,企业微信,广州合游网络科技有限公司,广州合游网络科技有限公司,1.01,,,651,"一款经典的火爆热门休闲小游戏的隆重登场，经典益智消除类小游戏的疯狂来袭！是俄罗斯方块与消消乐的完美结合！游戏玩法简单，快来下载体验吧
",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hy.jdelsfk1,snowball_round_4,0.85,2026-03-09 19:09:09
28739,com.tencent.tmgp.hy.tymnq,逃狱模拟器,企业微信,广州合游网络科技有限公司,广州合游网络科技有限公司,0.1.0,,,2568,一款模拟囚犯越狱闯关游戏，游戏中玩家作为囚犯需要避开狱警的各种视线帮助自己逃出监狱，游戏中所有的挑战关卡都是十分烧脑的，玩家可以按照自己的喜好进行解谜闯关挑战，游戏中玩家需要小心探索，玩家需要记住地图的环境，感兴趣的玩家快来下载试试吧！,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hy.tymnq,snowball_round_4,0.85,2026-03-09 19:07:26
28730,com.tencent.tmgp.lcgscmj,尚尚四川麻将,企业微信,河北乐聪网络科技股份有限公司,河北乐聪网络科技股份有限公司,2.0.2770,,,729,"【国潮炸场！百款潮流IP牌神陪你打牌】 
尚尚四川麻将，不止是棋牌，更是一个由艺术家打造的潮流竞技场！我们独家联合数百位设计师，带来“唐妞驾到”、“魔鬼猫”“通顺关羽”、“鸿发财神”、“熊猫发达”等百款超人气IP牌神。每位牌神都有专属技能和主题场景，让你的每局游戏都有潮流伙伴助阵，策略趣味加倍！ 
【四川玩法，一网打尽】 
家乡麻将：精准还原万州麻将，幺鸡麻将，眉山麻将，雅安麻将，宜宾麻将，德阳麻将等各地特色，原汁原味。 
经典扑克：斗地主、掼蛋、跑得快…所有爆款玩法，这里全都有。 
智力象棋：楚河汉界，来一场纯粹的脑力对决。
【公平竞技，凭实力说话】 
我们采用顶级防作弊与智能匹配系统，确保每一局都公平公正。无论你是休闲娱乐还是竞技高手，都能在这里找到对手，凭真技术赢取丰厚奖励。 
【福利海量，天天有惊喜】 登录送礼、对局有奖、赛事狂欢…海量活动持续不断！新玩法、新牌神持续更新，你的棋牌之旅永远新鲜。",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.lcgscmj,snowball_round_4,0.85,2026-03-09 19:07:11
28713,com.tencent.tmgp.mqyy,萌趣医院,企业微信,厦门本捷网络股份有限公司,厦门本捷网络股份有限公司,7.3.0,,,60086,"《萌趣医院》是一款以医院为主题的模拟经营类手游。在这里你将打造个性化医院，遇见稀奇古怪的病人，性格多变的医护人员，荒诞的治疗手法，搞怪的神秘道具。作为院长，你的任务就是打造一支精英天团，创造医院并将其发扬光大！
游戏特色：
★ 建造属于自己的医院！超大地图场景，自由扩建、摆设科室、装饰装潢，喜欢暗黑风格的医院？还是充满少女心的可爱风格？想建造一个医院后花园？还是高逼格的员工休息室？这些都由你创造！只有想不到，没有做不到！
★ 邂逅奇葩病人，发掘他们的病因，对症下药！秃头症，你以为只有程序猿才拥有吗？在萌趣医院，病人将脑门怼在电脑上摩擦，通过摩擦生热原理温暖自己混乱的大脑，达到放松的效果而成为秃头。更有失恋症、脚气症、巨婴症等你意想不到的荒诞病症等你去治愈！
★ 招募有个性的职员！你以为医生都是一本正经吗？不，他们或许是理论派、套路王、撸铁达人、杠精，如果不及时给他们发工资，或许将会有一场有组织的罢工行动！
★ 挑战各种奇葩事件！古墓、离奇空难、月圆之夜、疫情爆发……大战萌趣疯人院，与魔性病人展开一场生死追逐战！惊险刺激，乐趣不断，你敢来挑战吗？",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.mqyy,snowball_round_4,0.85,2026-03-09 19:06:38
28664,com.tencent.gamehelper.wuxia,天刀助手,企业微信,腾讯科技（深圳）有限公司,深圳市腾讯计算机系统有限公司,3.10.0,,,1413655,天刀助手是腾讯游戏官方出品的客户端游戏移动服务软件，为《天涯明月刀》用户提供游戏好友和帮派等群组织聊天，资讯、活动和维护提醒、帐号管理、扫码登录及天涯时刻、答题器、假日模式及补签等游戏特性功能，为端游用户提供永不离线的游戏体验。,应用宝,https://sj.qq.com/appdetail/com.tencent.gamehelper.wuxia,snowball_round_4,0.85,2026-03-09 19:05:16
28655,com.tencent.tmgp.mozhuzombie,丧尸危机,企业微信,武汉墨竹互娱网络科技有限公司,武汉墨竹互娱网络科技有限公司,1.0,,,12250,《丧尸危机》是一款射击类游戏，这是一座被丧尸占领的城市。如果继续呆在这里，很容易被感染丧尸病毒！活下去，去武装好自己，逃离小镇！为了生存，食物、武器、燃料和发电机缺一不可。然而，这些重要资源往往被留在危险的地方。你需要为你的队友提供支持，以便他们有足够的时间收集物资。否则，你们将被丧尸群包围。,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.mozhuzombie,snowball_round_4,0.85,2026-03-09 19:04:58
28636,com.tencent.tmgp.madhero,暴走英雄坛游戏软件V1.0,企业微信,上海听枫语数字传媒科技有限公司,上海晓枫网络科技有限公司,4.0.1,,,539490,"【游戏介绍】
某一天你打开手机，发现手机变成了一个自助投胎系统，你心想终于可以结束屌丝人生开始新生活了！
结果你被穿越到了一个未知的世界，里面连穿开裆裤的小孩儿都会武功。
各路侠客现世江湖，八大门派搅动风云，江湖的序幕正式拉开…
人在江湖身不由己，情仇难却恩怨无尽！作为国内首款自由世界武侠游戏，《暴走英雄坛》秉承“武侠梦”三字真言，还原一个真实、自由的江湖武侠世界，是受万人敬仰还是遗臭万年？是玉树临风还是其貌不扬？是采花无数还是禁情割欲？是武功盖世还是平淡无奇？你的江湖人生由你做主！
你的江湖，你的人生，你的武侠，你的梦，这就是《暴走英雄坛》！
【联系方式】
客服：13501616780",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.madhero,snowball_round_4,0.85,2026-03-09 19:04:26
28631,com.tencent.tmgp.hy.okmnq,欧卡模拟器,企业微信,广州合游网络科技有限公司,广州合游网络科技有限公司,1.14.0,,,48404,"一款卡车模拟游戏。游戏提供极高画质的丰富广阔的地图供玩家选择。玩家可以通过驾驶卡车，承接各种运输任务，赚取利润，壮大自己的卡车帝国。并且可以雇佣助手，成为卡车界的大佬，还能升级加点学技能，可谓是卡车界的RPG！
",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hy.okmnq,snowball_round_4,0.85,2026-03-09 19:04:18
396,com.tencent.tmgp.zxydgd,云朵国度,企业微信,广州中旭数科信息科技有限公司,广州中旭数科信息科技有限公司,1.0.492,,,142,"《云朵国度》是一款日系模拟经营消除手游。云朵城覆灭后，一条象征云城王权的项链交付于你，梦幻奇遇的云弥之旅“消”然开启。
在这个大胆梦幻的国度里，没有浮云，只有妙想！天空之上，绵绵云朵绘成的岛屿正等待着云朵人们建设入住；扣人心弦的剧情引领少女成长，搭配上生动形象的配音动画，让你影感十足地沉浸在故事每一章节；除了有经典益智的三消玩法，行业独创的塔防式消除更是为休闲注入了几分紧张刺激。这趟云弥之旅，你将在羁绊联结中守护美好、在云上田园中经营家园，筑梦属于你的国度！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.zxydgd,snowball_round_1,0.85,2026-03-09 07:13:33
391,com.tencent.tmgp.zsy.shengmiao,战神域,企业微信,杭州盛妙网络科技有限公司,杭州盛妙网络科技有限公司,1.0,,,163,"散人崛起，沙城风云再起，《战神域》零氪争霸，激战沙场称雄！
《战神域》是一款复古三职业传奇手游，带你重温经典传奇的荣耀与热血，同时体验终身福利系统。装备全爆、红包回收，打怪即充值、打怪即变强！上线即送真充红包，红包直接激活累计充值活动，攻速、属性、特权全解锁！VIP完全靠打怪升级，不花钱也能解锁满级VIP，重燃曾经的攻沙激情，兄弟集结，再战沙城！

【零氪也能称霸沙场，红包充值爽不停】
所有装备均可进行红包回收，回收即得充值红包，等阶越高，红包越多，直接激活累计充值奖励！
攻速、切割、特权等核心内容，全靠打怪与回收，零氪玩家也能感受充值服的爽快，白嫖也能毕业！
真正做到打怪=充值=变强，零氪玩家同样能轻松逆袭！

【全图高爆，无暗坑，小怪也能爆终极】
爆率拉满，不论怪物等级，小怪同样有概率掉落终极装备！
全地图高爆率设定，任意击杀BOSS，装备光柱铺满全屏，八卦装备、灵宝、圣兽材料全靠打！
散人也能通过高效刷怪逆袭成王，打得快的玩家永远走在前面，激战沙场，谁主沉浮！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.zsy.shengmiao,snowball_round_1,0.85,2026-03-09 07:13:30
380,com.tencent.tmgp.wdxm,我的仙门,企业微信,海南尤达科技有限公司,海南尤达科技有限公司,1.7.4.9,,,1215,"山外有山，天外有天。	
蜀山一带，传说有不死仙人，修炼仙术，以求参悟天地之间的奥秘，达到天人合一的境界。	
有人重嗔念、多妒忌，堕入魔道；也有人执掌仙门，修道成仙！	
《我的仙门》结合蜀山剑侠题材，唯美国风及模拟经营玩法，玩家九世轮回，化身天选掌门，通过经营仙门，招募剑仙，凝聚众仙之力，诛灭妖魔！	
	
【轮回转世  重振仙门】	
妖魔入侵，天地异变。为使天地浩然，正气永存，玩家以身殉道。游戏伊始，玩家为转世之人，被李英琼寻得，以掌门身份从凡世重回蜀山，重振仙门。	
	
【招募剑仙  诛灭妖魔】	
既然要重振仙门，门下怎能无一众剑仙相助？		
锻法宝、炼丹药，以物易物，大涨好感度，便可招募为门下剑仙。	
携法宝、炼仙级，培养剑仙，大涨战斗力，便可带领一众剑仙，除魔卫道。	
	
【宗门神兽  神佑仙门】	
鲲之为灵，昭昭也。	
惟鲲者，不恒有与天下。	
神龙在上，日周于天。	
阴阳相薄为雷，天神之贵者也。		
	
【志同道合  引为仙盟】	
妖魔入侵，三界大乱。诸多有识之士立誓斩妖除魔。	
诚，志同道合者，引为同调。	
建仙盟，八方号召，宣战魔",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.wdxm,snowball_round_1,0.85,2026-03-09 07:13:20
377,com.tencent.tmgp.youyouhzjh,火种计划,企业微信,苏州游游网络科技有限公司,苏州游游网络科技有限公司,1.0.12,,,319,"准备好踏入这款用 UE5 次世代引擎精心打造的大型多人在线角色扮演游戏世界了吗？在这里，10000k㎡的开放世界没有边界，等待你尽情探索。全域动态冲突是这个世界的常态，危机可能在任何时刻、任何地点爆发，紧张刺激的冒险永不停歇。
游戏融入了 Roguelike 元素，每一次战斗都充满变数，新鲜感如影随形。你不仅能在角色扮演中自由组合动作与射击玩法，还能与好友多人联机，共同应对挑战。更惊喜的是，多端数据互通让你随时随地都能继续冒险，毫无阻碍。
独特的资产自由交易系统，带来真实的商战博弈，每一次决策都关乎成败。快来和我们一起，定义新世界法则，书写属于你的冒险传奇！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.youyouhzjh,snowball_round_1,0.85,2026-03-09 07:13:19
361,com.tencent.l2m,天堂2：盟约,企业微信,深圳市腾讯计算机系统有限公司,NCSOFT Corporation,0.01.21,,,683,《天堂2：盟约》拥有高品质的3D画面表现，作为《天堂2》的正统续作，该作拥有丰富的职业选择，熟悉的技能和广阔优美的场景，展现出优秀的魔幻世界风貌。提供给玩家在大世界探险、组队，狩猎、副本挑战、野外首领讨伐等丰富的内容。开放的经济系统和丰富的战盟玩法，会使得游戏追求更加长线稳定。,应用宝,https://sj.qq.com/appdetail/com.tencent.l2m,snowball_round_1,0.85,2026-03-09 07:13:05
356,com.tencent.tmgp.opmsj,一拳超人世界,企业微信,上海完美时空软件有限公司,上海完美时空软件有限公司,0.4.0,,,27,《一拳超人：世界》是官方正版授权的动作RPG手游。本作沿袭经典，精细还原角色招式，深度复刻原作体验；革新战斗系统，引入共斗玩法，享受与人气角色并肩作战、协作共斗的快乐。高拟真物理引擎构建动态世界，昼夜天气系统展现生态细节，每条街道供你自由探索，更有竞速、钓鱼等多种趣味玩法等你体验！经典传承，焕发新生，希望通过这款游戏，能让大家重温原著中的热血与感动！,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.opmsj,snowball_round_1,0.85,2026-03-09 07:13:00
