ID,包名,应用名称,产品线,企业名称,开发者,版本号,版本代码,更新日期,下载量,描述,来源站点,来源URL,发现方式,质量评分,爬取时间
126,com.microsoft.office.excel,Microsoft Excel,办公协同,微软（中国）有限公司,微软（中国）有限公司,16.0.19725.20108,,,96658668,"微软官方发布的免费Office办公软件 – Excel应用
• 为安卓平台而设计，完美的触控体验
• 熟悉的导航和菜单选项帮助您快速上手
• 熟知的电脑端Excel功能可以在安卓端应用中使用，例如：公式，表格，图表，迷你图等

免费安装此微软Office应用即表示您同意此条款：http://aka.ms/TOU. 

轻松搞定工作
• 使用公式、图表、表格、排序、筛选等功能对数据进行整理分析，使数据可视化
• 通过简单的手指触控操作轻松添加公式、重排列、调整表格大小等
• 跨设备访问编辑最近使用的Excel文档

协同办公
• 与云服务无缝集成，让您轻松分享电子表格
• 通过电子邮件发送文档与他人共享成果

在10.1英寸及以下尺寸的移动设备上可免费查看、创建和编辑文档。购买Office 365订阅账号便可以使用更高级的编辑功能。企业用户需用符合条件的Office 365企业版账户 (包括由世纪互联运营的Office 365) 创建及编辑文档。

要求：
• 操作系统安卓4.4.x 及以上（Android M暂不支持）
• 1G或更高内存",应用宝,https://sj.qq.com/appdetail/com.microsoft.office.excel,known_package_verify,0.85,2026-03-09 07:08:53
128,com.microsoft.office.powerpoint,Microsoft PowerPoint,办公协同,微软（中国）有限公司,Microsoft,16.0.19725.20126,,,140681552,"微软官方发布的免费Office办公软件– PowerPoint (PPT) 应用

• 为安卓平台而设计的PPT拥有完美的触控体验

• 熟悉的导航和菜单选项帮您快速上手

• 拥有电脑端PPT的图像、动画效果、渐变等功能

• 精美模板可以激发您的创造力，使您轻松制作演示文稿



免费安装此微软Office应用即表示您同意此条款：http://aka.ms/TOU. 



轻松搞定工作。

• 通过丰富的格式样式、图表、动画效果、演讲者备注等功能完美表达您的想法

• 自动缩放功能使得插入、移动、编辑图表变得非常简单

• 跨设备访问编辑最近使用的PPT文档



协同办公

• 与云服务无缝集成的PPT让您轻松分享演示文稿

• 通过电子邮件发送文档与他人共享成果



在10.1英寸及以下尺寸的移动设备上可免费查看、创建和编辑文档。购买Office 365订阅账号便可以使用更高级的编辑功能。企业用户需用符合条件的Office 365企业版账户 (包括由世纪互联运营的Office 365)创建及编辑文档。



要求：

• 操作系统安卓4.4.x及以上（Android M暂不",应用宝,https://sj.qq.com/appdetail/com.microsoft.office.powerpoint,known_package_verify,0.85,2026-03-09 07:08:55
130,com.microsoft.office.onenote,OneNote,办公协同,微软（中国）有限公司,Microsoft,16.0.19127.20320,,,29791297,"输入或记下笔记，录音或拍照，OneNote 可将这些内容进行保存。笔记跨设备同步，方便您随时随地访问。

您可以轻松地与其他人共享您的笔记。

主要功能：
·创建并更新笔记和清单。
·加粗、倾斜、下划线、突出显示、缩进 - 如同在计算机上一样设置笔记的格式。
·使用笔记本、分区和标记整理您的笔记。
·记录手写笔记或将手写笔迹和绘图添加到笔记。
·跨计算机和设备同步笔记本。
·查看您在计算机上创建的笔记，包括格式、视频和附件。
·在笔记和文件中搜索您捕获的任何内容 – 即使图片中的文字也可以。
·主屏幕小组件让您能够快速创建图片、音频和文本笔记，而无需打开应用。
·使用“OneNote 最近”小组件从主屏幕访问最近的笔记。
·将您喜爱的页、分区或笔记本添加到主屏幕以便快速访问。
·从平板电脑或手机访问 SharePoint Online 网站上存储的工作笔记。",应用宝,https://sj.qq.com/appdetail/com.microsoft.office.onenote,known_package_verify,0.85,2026-03-09 07:08:56
132,us.zoom.videomeetings,zoominstaller,办公协同,广州楚禾扬网络科技有限公司,广州楚禾扬网络科技有限公司,2.0.3,,,1911,手机助手：安装包一键管理，电池管家实时了解手机电池情况，文件压缩，还可以进行文档制作，不用电脑也可以在线办公。更多精彩等你来下载体验！,应用宝,https://sj.qq.com/appdetail/us.zoom.videomeetings,known_package_verify,0.85,2026-03-09 07:08:58
134,com.icbc,中国工商银行,办公协同,中国工商银行股份有限公司,中国工商银行股份有限公司,11.1.0.1.1,,,263662187,"工行手机银行智享+1.0
从心出发 共绘未来
一、智慧服务  加倍随心
工小智：更懂您的金融管家，对话式业务模式、产品获取、问题咨询，让智慧服务如影随形。
简版：业面化繁为简，功能易用如初。
二、财富成长  加倍贴心
财富管理：理财收益全景展现，投资决策更从容；优选产品科学配置，投资轻松驾驭。
天天盈：扩容超过百支，使用场景更丰富，财富管理更加方便。
公益理财：捐赠全部超额收益，获取捐赠证书票据，让爱双向奔赴。
节气存单：每个节气，存一笔心意，陪伴你度过一年四季。
三、惠民消费  加倍省心
智享惠民消费新主张：从消费到融资，省钱省心一站解决。
消费贷款财政贴息更实惠，助商组合贷经营无忧，分期支付无缝衔接，借、查、还、管全流程体验升级。
四、缤纷权益  加倍欢心
智享权益生态新福利：玩转积分兑权益，福利天天有惊喜。
工银i豆查积分、赚奖励、兑好礼，一站式权益中心，零门槛精彩福利。
五、安全守护  加倍放心
智享风险防控新保障：三重盾牌防范风险，资金守护牢固如山。
生物识别与硬件加密双保障，国家网证认证+数字证书升级+NFC芯片级防护。",应用宝,https://sj.qq.com/appdetail/com.icbc,known_package_verify,0.85,2026-03-09 07:09:00
137,com.chinamworld.bocmbci,中国银行,办公协同,中国银行股份有限公司,中国银行股份有限公司,9.9.23,,,157857976,"      中国银行手机银行匠心打造“便民、富民、惠民、乐民”综合服务平台：推出六大客群专属服务，满足您多元化服务需求；提供六大王牌财富管理服务，全程陪伴您的财富旅程；升级美好生活平台，丰富生活服务供给；推出“福仔云游记”，趣味互动让您畅享美好生活。
      一键开启，便捷为您。中国银行面向新市民、县域、养老、代发薪、少数民族、交通出行六大客群，打造专属服务体验。
      一键解锁，智富为您。推出财富管理开放平台，财富购物车、家庭财富全景视图、资产报告和资产诊断、甄选产品池、陪伴式服务、全方位安全保障六大王牌财富服务，通过专业、智能的财富管理能力，帮您管好“钱袋子”。
      一键触达，惠泽为您。上线重点帮扶公益版块，引入中行精准帮扶平台“公益中国”，助力乡村振兴，搭建“爱心捐款”公益版块，提供扶贫救灾、教育助学、扶老助残三类捐款通道；生活频道合作商户拓展至16大类400余户；全新升级权益中心，积分兑换权益更丰富。
      一键乐享，快乐为您。聚合四大特色场景，推出“福仔云游记”养成类游戏，升级趣味玩法，让金融也可以很快乐。",应用宝,https://sj.qq.com/appdetail/com.chinamworld.bocmbci,known_package_verify,0.85,2026-03-09 07:09:03
139,com.ecitic.bank.mobile,中信银行,办公协同,中信银行股份有限公司,中信银行股份有限公司,12.0.6,,,24471848,"中信银行 APP 是中信银行为满足客户移动金融需求推出的线上金融服务平台，致力于为客户提供安全、快捷、便利的移动银行使用体验，让用户随时随地掌控金融服务。APP提供包含借记卡、信用卡、转账、投资理财、个人贷款等全品类金融服务，并提供养老规划、出国金融及权益活动等多种增值服务，为客户提供有温度的财富管理服务，践行“让财富有温度”的品牌主张！

中信银行APP 12.0，新开始 更卓越
【美学新主张】视觉全新呈现，体验更显专业。
【财富新征程】黄金理财存款基金，专业配置更省心。
【服务新体验】新客旅程式引导，功能体验全升级。
【消费新主场】信用卡|惠生活，服务更贴心，用卡更便捷。",应用宝,https://sj.qq.com/appdetail/com.ecitic.bank.mobile,known_package_verify,0.85,2026-03-09 07:09:05
141,cmb.pb,招商银行,办公协同,招商银行股份有限公司,招商银行股份有限公司,14.1.1,,,94903021,"招商银行App14.0，支付、借钱、理财，一个App。

【理财】一目了然的优选产品，懂你所需的智享服务，投资更简单。
【基金】推出五星策略、五星指数，升级基金健诊，优中选优，配置更科学。
【保险】“省心选”专业规划，全流程服务，投保更安心。
【贷款】专属客户经理，贷前答疑。贷后线上办，服务更贴心。
【信用卡】一站式服务，购车留学更便利，管卡用卡更省心。
【转账】支持识图转账，一拍即转，告别手动输入，转账更快捷。
【便民】五险一金、医保账单，一站式管理，查账更轻松。
【收支】新增“结余月历”，全局掌握收支，管钱更高效。
【语控】查信息，帮操作，一语即办，体验更随心。",应用宝,https://sj.qq.com/appdetail/cmb.pb,known_package_verify,0.85,2026-03-09 07:09:06
143,com.chinamworld.main,中国建设银行,办公协同,中国建设银行股份有限公司,中国建设银行股份有限公司,9.1.0,,,416593777,"管钱、借钱、省钱，一部手机尽享金融服务。

#为每个人提供便捷的资金管理服务#
· 全品类资产及收益数据展示更新，15年内账户明细随时可查，年/月/日多周期报告提供分析。
· 养老、住房、跨境、乡村、社保、亲子、代发等多种客群和功能专区，为不同客户打造专属服务。
· 自主研发风控大脑毫秒级风险决策，个性化简易化安全认证方式，严格安全保障和简洁使用体验两不误。
#为每个人提供丰富的财富信贷方案#
·“新手宝典”“四笔钱”“建行严选”“财富会员”“财富百宝箱”，为您提供多种类型的财富产品方案。
·“龙钱宝”“嗖嗖攒”“轻松还”，多种创新服务满足活钱投资、边花边攒、还款管理等多样场景需求。
· 快贷、建信福贷、小微快贷、农户贷款、多种贷款产品实现线上测额、选品，一站式满足不同借钱需求。
#为每个人提供精彩的便民生活场景#
· 电影购票、影视会员、智慧就餐等丰富生活场景，无论是否持有建行卡均可体验使用。
· 话、电、燃、水等民生缴费，社保、医保、公积金等便民服务，轻轻松松一站式管理。
· 任务中心开宝箱月月抽好礼，联合会员多重礼遇优惠，权益中心等级礼遇一键解锁、龙积分、优惠券好礼即用。",应用宝,https://sj.qq.com/appdetail/com.chinamworld.main,known_package_verify,0.85,2026-03-09 07:09:08
145,com.android.bankabc,农行掌上银行,办公协同,中国农业银行股份有限公司,中国农业银行股份有限公司,11.0.0,,,202132692,"农行掌上银行，您的线上智慧“新银行”！掌银新版本功能更强大，服务更贴心，让每个用户都拥有专属的“线上网点”。
乡村版充值专区、专属理财保险、特色涉农产品，贴近县域乡村用户的日常需求，惠民利民。
大字版提供超大字体“一大到底”，精选产品，功能简洁，无弹屏广告，为高龄人士提供清爽体验。
标准版主要功能新增支持提供语音播报等无障碍服务，为特殊客群提供贴心关怀。
全面收支展示分析，“钱从哪来，花在哪里”一目了然。设置预算提醒，超出预算小信封自动提醒。
搜索功能方便易用，支持语音交互。搜索覆盖范围更广、结果准确度更高、推荐内容更智能。
线上反欺诈利用大数据、人工智能等前沿技术有效识别线上高风险交易，保障客户资金安全。
做任务赢好礼、秒杀抢购、支付优惠，热门活动精彩来袭！小豆乐园每日答题抽奖，可兑换各类好物，新客更有三重礼，畅享优惠福利多。",应用宝,https://sj.qq.com/appdetail/com.android.bankabc,known_package_verify,0.85,2026-03-09 07:09:09
146,com.bankcomm.Bankcomm,交通银行,办公协同,交通银行股份有限公司,交通银行股份有限公司,10.2.0,,,34630980,"交通银行10.0版本焕新发布，聚焦“普惠、智能、好用”建设理念，用AI重塑数智服务新体验，为您提供更有温度的线上化综合金融服务。

一、智享财富，“10”力升级
【AI小鹿助手】您身边的智能财富管家，开口即理财，为您解读信息、精准产品筛选、一句话定制专属方案。
【“活钱+”专区】超100只快赎产品可供选择，灵活取用、快速到账。
【账单中心】多样账单、月月呈达，精粹呈现您的资产变动、收益成绩、收支分析等各类报告。

二、实惠生活，“10”足有料
【惠民贷】免抵押、免担保的纯线上消费信用贷款，在线申请、借还灵活，“贷”您开启美好生活。
【车金融专区】极简线上预约试驾，一站式线上购车体验，助您畅享美好出行时光。
【领券中心】多样好券、多领多省，餐饮美食、打车出行、品质商超，统统有优惠。

三、精彩体验，“10”分满意
【文旅大戏】“金融+文旅+消费”一站式出行体验，让您的每段旅程更省心、更省钱、更舒心。
【跨境支付通】陆港两地跨境人民币汇款实时办理，全程零交易费用。",应用宝,https://sj.qq.com/appdetail/com.bankcomm.Bankcomm,known_package_verify,0.85,2026-03-09 07:09:10
149,com.pingan.papd,平安好医生,办公协同,平安健康互联网股份有限公司,平安健康互联网股份有限公司,9.34.0,,,95086314,"【平安好医生App】为您提供专业医疗及健康服务
【专业医疗服务】
专科问诊――汇聚全国三甲背景名医，覆盖37个科室，7*24h全天候线上问诊服务，提供三甲背景专家线上坐诊，60s快速接诊，守护您及家人健康
家庭医生——自聘全职医生团队，平均年资10年+，提供7*24小时一对一服务，企微医生随时在线，图文问诊、健康咨询、体检报告解读以及就医服务推荐等一站式服务
AI医生——提供药品识别、医典自查等服务，随时随地问一问，为您实现优健康的生活目标
【一站式购药体验】
健康商城――涵盖医药、保健、器械、美妆、母婴等近100万款优质健康商品 ，帮用户一站式购健康
闪电购药――全国150+城市支持1小时闪电送药服务。更有b2c药品支持全国极速发货
【健康保险】
中国平安旗下保险代理，海量产品线上投保，就医、理赔全流程服务，一站配置全家保障，让您和您的家人生活无忧
【联系我们】
您在使用过程中有任何问题，可打开平安好医生APP，点击【我的】-【客服】进行咨询反馈，我们会即刻跟进您的问题
官方网址：https://www.jk.cn/
联系邮箱：ml_180105245@pingan.com.cn",应用宝,https://sj.qq.com/appdetail/com.pingan.papd,known_package_verify,0.85,2026-03-09 07:09:12
151,com.yitong.mbank.psbc,邮储银行,办公协同,中国邮政储蓄银行股份有限公司,中国邮政储蓄银行股份有限公司,11.1.0,,,91423855,本产品是中国邮政储蓄银行全新打造的新一代手机银行，系统按照“以客户为中心”的理念设计和构建，让您在使用手机银行系统时感到简单、方便、安全、快捷、时尚。产品特色:1. 、随身使用。您只需随身携带可以上网的手机，就可随时随地的轻松办理银行业务，体验“手机在手，银行尽在掌握”的全新现代金融感受。2.安全可靠。具有多重安全认证机制，完善的数据加密机制和运营管理机制，通过多重防火墙保护等多种方式，保护客户资金与客户信息安全。3.功能强大。不仅涵盖账户查询、转账汇款、投资理财、缴费支付、信用卡等常用功能，还结合移动端特点推出二维码名片、扫码付款等功能，同时提供机票预订、手机充值、电影票、游戏点卡、邮乐商城、存贷款计算器等便捷的生活服务，是您生活的好帮手。4.方便快捷。中国邮政储蓄银行手机银行提供7×24小时全天候金融服务，超越时空限制，轻松省时。,应用宝,https://sj.qq.com/appdetail/com.yitong.mbank.psbc,known_package_verify,0.85,2026-03-09 07:09:14
153,com.cib.cibmb,兴业银行,办公协同,兴业银行股份有限公司,兴业银行,6.0.49,,,18151812,"兴业银行手机银行6.0全新升级，享受智能“兴”生活：
【五大品牌】
五大品牌功能互通，手机银行为客户提供集团一站式金融服务。
【智能银行】
1.界面全新升级，千人千面展示定制化内容。
2.智能搜索，清晰易懂，智能识别搜索内容，榜单推荐热门服务产品，搜索卡片一键办理。
3.智能语音融入各业务场景，打造能听会说的手机银行。
【财富精选】
1. “财富”频道融合“钱大掌柜”。钱大掌柜作为兴业银行的财富管理统一品牌，秉承开放与专业的品牌理念，为您提供卓越体验，助力财富增值。
2.财富产品一应俱全，精选天天财富系列，丰富投资品类。
3. 财富账单为客户提供财富全产品、跨区间、全方位、多维度的盈亏分析和财富规划服务，辅助客户进行资产检视和再平衡，合理规划家庭投资、养老、子女教育、家庭保障和三笔钱整体配置。
4.投资生态圈实时为您提供资讯信息，投资动态一手掌握。
【体贴服务】
1.附近网点地图查找更直观，线上一键预约，线下直接办理，高效便捷。
2.“圈子”在线实时联系专属客户经理，线上工作室提供专业理财咨询等建议，线上营业厅预约线下网点服务“零距离”。",应用宝,https://sj.qq.com/appdetail/com.cib.cibmb,known_package_verify,0.85,2026-03-09 07:09:15
155,com.netease.mail,网易邮箱大师,办公协同,广州网易计算机系统有限公司,网易集团,7.25.3,,,55504823,"为什么选择网易邮箱大师？
◆ 【AI助理】依托智能搜索、智能问答、智能处理的三大核心模块，重构用户邮件管理的方式；
◆ 支持所有平台。你可以在电脑、手机、平板电脑等不同设备使用邮箱大师；
◆ 支持百万种邮箱。网易、QQ、Outlook以及各类高校、企业邮箱都可以添加到邮箱大师；
◆ 多个帐号统一管理。登录大师号，无论你有几个帐号，都能统一管理。联系人、来信分类等信息还能跨设备同步；
◆ 写信正文 @收件人，邮件会在收件人列表中被点亮，给重要邮件更强提醒；
◆ 推广邮件自动聚合。广告不再弹出通知提醒，降低广告对你的干扰；
◆ 同一主题的邮件合并显示。直接在回复框发信，让邮件往来像聊天一样顺畅；
——————————
点击 https://mail.163.com/dashi/ 获取更多信息。
客户端使用问题，可前往帮助中心查看常见问题解决方案：http://mail.163.com/dashi/help.html
邮箱添加问题及产品建议，可发送邮件至dashiteam@163.com，感谢你对网易邮",应用宝,https://sj.qq.com/appdetail/com.netease.mail,known_package_verify,0.85,2026-03-09 07:09:17
156,com.zhaopin.social,智联招聘,办公协同,北京网聘信息技术有限公司,北京网聘信息技术有限公司,8.14.10,,,43384977,"【关于智联招聘】
人力资本生态价值链平台
32年深耕行业市场
4.04亿职场人的选择
1549万+累计合作企业数

我们相信，每一次认真求职，都值得被认真对待
让智联陪你一起走好求职的每一步，成为更好的自己！

【职位推荐】算法智能匹配，抓住心仪职位
【附近职位】快速筛选搜索，查看附近工作
【投递反馈】跟踪求职状态，掌握实时进展
【隐私安全】自主屏蔽企业，简历安全隐身
【随时开聊】一键立即沟通，机会不用等待
【智联VIP】八大权益加持，解锁求职快车道
【简历定制】专家1v1定制化服务
【简历代投】简历代投全托管，精准投递岗位多
【求职管家】行业导师帮你找工作，“管家式”陪伴让你全程无忧
【AI简历】智能挖掘履历亮点，一键生成高分简历
【简历诊断】智能诊断简历，精准优化求职竞争力",应用宝,https://sj.qq.com/appdetail/com.zhaopin.social,known_package_verify,0.85,2026-03-09 07:09:18
